frame,raw_detection_count,target_detection_count,active_track_count,decode_ms,queue_wait_ms,inference_tracking_ms,state_build_ms,consumer_total_ms,instant_consumer_fps
269,27,27,27,18.756,0.027,29.4,4.393,33.797,29.588
270,26,26,26,18.895,0.028,26.459,4.266,30.728,32.543
271,25,25,25,18.896,0.026,25.812,4.197,30.013,33.319
272,26,26,26,19.205,0.028,26.087,4.265,30.356,32.942
273,26,26,26,19.071,0.026,25.459,4.299,29.762,33.6
274,27,27,27,18.262,0.026,28.043,4.593,32.64,30.638
275,26,26,26,19.061,0.027,26.117,4.491,30.612,32.667
276,26,26,26,18.579,0.027,25.804,4.34,30.148,33.17
277,24,24,24,19.005,0.028,25.325,4.034,29.362,34.058
278,25,25,25,18.564,0.027,25.295,5.458,30.757,32.512
279,25,25,25,18.73,0.028,25.559,4.254,29.817,33.538
280,23,23,23,19.145,0.027,25.472,3.914,29.39,34.025
281,23,23,23,19.102,0.027,25.521,3.934,29.458,33.946
282,21,21,21,18.592,0.026,25.226,3.585,28.814,34.705
283,23,23,23,18.533,0.026,25.817,3.81,29.631,33.748
284,24,24,24,20.651,0.027,25.963,3.968,29.935,33.406
285,24,24,24,19.883,0.027,26.749,3.958,30.71,32.562
286,23,23,23,18.252,0.027,25.432,3.662,29.099,34.365
287,24,24,24,18.465,0.026,25.613,3.992,29.609,33.773
288,23,23,23,19.195,0.026,25.995,3.868,29.866,33.483
289,23,23,23,19.019,0.028,27.095,3.886,30.986,32.273
290,25,25,25,20.163,0.025,25.78,4.278,30.062,33.265
291,24,24,24,18.753,0.027,25.839,3.834,29.677,33.696
292,23,23,23,19.028,0.027,25.996,3.911,29.911,33.433
293,25,25,25,19.332,0.025,26.506,4.14,30.65,32.626
294,26,26,26,18.679,0.025,26.18,4.196,30.38,32.916
295,27,27,27,18.952,0.026,25.996,4.308,30.308,32.995
296,26,26,26,18.712,0.024,26.362,4.194,30.56,32.723
297,26,26,26,18.887,0.024,25.411,4.559,29.973,33.363
298,25,25,25,19.11,0.024,25.895,4.022,29.92,33.422
299,26,26,26,19.49,0.027,26.724,3.991,30.719,32.553
300,23,23,23,18.846,0.026,25.679,3.847,29.529,33.865
301,24,24,24,19.262,0.025,28.917,3.99,32.91,30.386
302,24,24,24,18.913,0.026,26.084,4.05,30.138,33.181
303,25,25,25,18.517,0.024,25.327,4.159,29.49,33.91
304,24,24,24,20.061,0.025,25.654,3.773,29.431,33.978
305,26,26,26,18.664,0.025,26.276,4.444,30.723,32.549
306,25,25,25,18.507,0.025,25.417,3.955,29.376,34.042
307,23,23,23,19.519,0.025,25.446,3.951,29.401,34.012
308,25,25,25,18.628,0.024,25.066,4.206,29.275,34.159
309,24,24,24,18.652,0.024,26.432,3.981,30.417,32.876
310,27,27,27,19.328,0.024,25.777,4.352,30.132,33.187
311,26,26,26,18.694,0.026,25.583,4.182,29.769,33.592
312,26,26,26,19.759,0.025,26.472,4.34,30.816,32.451
313,25,25,25,18.677,0.025,25.687,3.923,29.614,33.768
314,25,25,25,19.199,0.025,25.614,4.159,29.776,33.584
315,24,24,24,18.616,0.025,25.335,4.104,29.442,33.965
316,22,22,22,18.842,0.024,24.917,3.711,28.631,34.927
317,24,24,24,19.732,0.025,25.274,3.896,29.175,34.276
318,22,22,22,18.5,0.024,25.234,3.812,29.049,34.424
319,22,22,22,19.099,0.025,26.807,3.622,30.433,32.859
320,21,21,21,18.574,0.025,25.202,3.581,28.787,34.738
321,20,20,20,18.577,0.027,25.156,4.544,29.703,33.667
322,22,22,22,19.071,0.026,25.53,3.629,29.162,34.291
323,23,23,23,18.601,0.023,25.336,3.829,29.169,34.284
324,23,23,23,19.974,0.024,25.455,3.734,29.193,34.255
325,25,25,25,18.733,0.023,25.241,3.883,29.128,34.331
326,24,24,24,18.677,0.027,25.289,3.972,29.265,34.17
327,25,25,25,22.647,0.026,28.242,3.851,32.098,31.155
328,23,23,23,19.121,0.025,26.311,3.764,30.079,33.245
329,23,23,23,18.683,0.025,31.357,3.768,35.13,28.466
330,22,22,22,18.505,0.028,36.777,3.662,40.444,24.726
331,23,23,23,19.837,0.039,30.232,3.964,34.201,29.239
332,22,22,22,19.243,0.039,29.863,3.847,33.715,29.661
333,23,23,23,18.654,0.031,28.964,4.021,32.988,30.314
334,22,22,22,18.578,0.031,29.293,3.688,32.985,30.316
335,24,24,24,18.707,0.03,28.329,3.806,32.14,31.114
336,24,24,24,18.991,0.031,26.297,4.094,30.396,32.9
337,22,22,22,18.437,0.027,25.726,3.867,29.596,33.788
338,23,23,23,18.287,0.03,27.0,3.831,30.835,32.431
339,24,24,24,18.59,0.028,26.483,4.093,30.58,32.701
340,21,21,21,18.329,0.03,25.811,3.624,29.439,33.969
341,22,22,22,19.835,0.031,26.28,3.774,30.057,33.27
342,24,24,24,19.037,0.027,25.78,3.854,29.637,33.741
343,24,24,24,20.489,0.027,25.844,4.011,29.858,33.491
344,24,24,24,19.251,0.024,25.689,4.124,29.818,33.537
345,24,24,24,18.712,0.03,25.685,4.08,29.768,33.593
346,22,22,22,19.472,0.028,30.15,3.601,33.755,29.625
347,22,22,22,18.929,0.028,27.761,3.73,31.496,31.75
348,22,22,22,19.162,0.032,27.178,3.595,30.778,32.491
