frame,raw_detection_count,target_detection_count,active_track_count,decode_ms,queue_wait_ms,inference_tracking_ms,state_build_ms,consumer_total_ms,instant_consumer_fps
234,19,19,19,15.473,0.021,21.186,2.162,23.352,42.823
235,18,18,18,14.361,0.026,20.893,2.205,23.102,43.287
236,18,18,18,14.441,0.021,20.537,2.106,22.647,44.157
237,17,17,17,14.729,0.022,20.638,1.993,22.635,44.179
238,17,17,17,14.304,0.023,20.434,2.055,22.492,44.46
239,17,17,17,14.333,0.021,20.164,2.107,22.273,44.897
240,15,15,15,15.365,0.02,21.542,1.774,23.319,42.883
241,15,15,15,15.633,0.022,20.55,1.797,22.35,44.742
242,14,14,14,15.235,0.021,20.372,1.691,22.067,45.317
243,15,15,15,15.295,0.02,20.489,1.9,22.392,44.658
244,14,14,14,14.378,0.021,20.415,1.628,22.045,45.361
245,15,15,15,14.253,0.022,19.884,1.853,21.74,45.999
246,16,16,16,14.575,0.021,20.307,1.869,22.18,45.087
247,14,14,14,14.543,0.021,21.024,1.655,22.682,44.087
248,16,16,16,14.383,0.019,20.386,1.956,22.346,44.751
249,17,17,17,15.233,0.022,22.595,2.754,25.352,39.444
250,16,16,16,14.323,0.02,21.308,1.954,23.265,42.983
251,17,17,17,14.346,0.021,25.343,3.258,28.605,34.959
252,17,17,17,14.761,0.023,22.248,2.024,24.276,41.193
253,17,17,17,14.272,0.021,21.125,1.984,23.113,43.266
254,17,17,17,14.234,0.023,23.578,2.453,26.034,38.411
255,17,17,17,17.61,0.022,21.194,2.065,23.262,42.989
256,17,17,17,14.347,0.02,21.274,1.959,23.236,43.037
257,19,19,19,14.387,0.021,21.005,2.282,23.29,42.937
258,20,20,20,14.492,0.021,21.672,2.298,23.974,41.711
259,18,18,18,14.322,0.022,21.712,2.161,23.876,41.883
260,20,20,20,14.371,0.022,21.234,2.273,23.51,42.534
261,20,20,20,15.381,0.022,21.154,2.483,23.64,42.301
262,20,20,20,14.34,0.021,21.458,2.378,23.84,41.947
263,19,19,19,14.426,0.022,21.102,2.176,23.281,42.953
264,19,19,19,15.664,0.022,21.357,2.323,23.683,42.224
265,19,19,19,14.359,0.021,21.71,2.194,23.908,41.827
266,19,19,19,14.213,0.023,22.167,2.305,24.476,40.857
267,20,20,20,15.464,0.021,21.548,2.584,24.136,41.432
268,20,20,20,14.28,0.022,21.553,2.392,23.948,41.757
269,22,22,22,14.394,0.021,23.447,2.509,25.959,38.522
270,22,22,22,14.697,0.023,21.597,2.443,24.043,41.592
271,21,21,21,14.473,0.02,21.903,2.353,24.26,41.22
272,22,22,22,15.476,0.02,21.331,2.43,23.765,42.079
273,22,22,22,15.836,0.021,20.898,2.513,23.415,42.708
274,22,22,22,14.44,0.022,23.08,2.461,25.544,39.149
275,22,22,22,14.432,0.021,21.289,2.354,23.646,42.291
276,22,22,22,14.593,0.021,21.418,2.575,23.996,41.674
277,20,20,20,14.42,0.021,21.567,2.315,23.884,41.869
278,21,21,21,14.375,0.021,21.161,3.137,24.302,41.149
279,21,21,21,14.626,0.021,24.91,2.296,27.21,36.751
280,20,20,20,15.413,0.026,21.478,2.261,23.742,42.119
281,19,19,19,15.381,0.02,21.356,2.162,23.522,42.513
282,18,18,18,15.472,0.02,21.393,2.079,23.476,42.597
283,20,20,20,14.426,0.021,21.065,2.43,23.498,42.557
284,19,19,19,16.095,0.02,20.823,2.254,23.081,43.326
285,19,19,19,16.372,0.02,21.282,2.143,23.428,42.683
286,20,20,20,14.353,0.021,21.156,2.297,23.457,42.632
287,20,20,20,14.469,0.021,20.81,2.367,23.181,43.139
288,20,20,20,15.46,0.021,21.339,2.308,23.65,42.283
289,20,20,20,14.413,0.022,21.286,2.338,23.627,42.325
290,21,21,21,14.342,0.021,21.104,2.329,23.436,42.67
291,20,20,20,15.402,0.025,21.172,2.36,23.535,42.49
292,20,20,20,14.347,0.025,21.545,2.36,23.909,41.826
293,22,22,22,14.328,0.023,21.624,2.476,24.104,41.487
294,22,22,22,15.423,0.024,21.658,2.509,24.171,41.372
295,23,23,23,14.404,0.021,22.046,2.582,24.632,40.598
296,22,22,22,14.399,0.022,21.483,2.564,24.051,41.579
297,22,22,22,15.507,0.02,20.979,2.577,23.559,42.447
298,21,21,21,14.348,0.021,21.596,2.432,24.031,41.613
299,21,21,21,14.383,0.02,21.038,2.486,23.528,42.503
300,20,20,20,15.824,0.02,21.101,2.269,23.373,42.785
301,21,21,21,14.393,0.02,23.893,2.228,26.124,38.279
302,21,21,21,14.701,0.027,22.357,2.424,24.784,40.349
303,22,22,22,15.504,0.025,21.003,2.452,23.458,42.629
304,21,21,21,14.348,0.021,23.449,2.366,25.818,38.733
305,22,22,22,14.391,0.022,21.147,2.521,23.672,42.244
306,21,21,21,14.566,0.02,20.983,2.251,23.237,43.035
307,21,21,21,14.331,0.021,21.154,2.327,23.485,42.581
